symbol;available_exchanges;currency_base;currency_quote
"SMC/BTC";"[""YoBit""]";"SmartCoin";"Bitcoin"
"SMC/USD";"[""Synthetic""]";"SmartCoin";"US Dollar"
"SmileyCoin/USD";"[""Kraken""]";"SmileyCoin";"US Dollar"
"SMT/BTC";"[""Huobi""]";"SmartMesh";"Bitcoin"
"SMT/ETH";"[""Gate.io"",""Huobi""]";"SmartMesh";"Ethereum"
"SMT/USD";"[""Gate.io""]";"SmartMesh";"US Dollar"
"SNC/BTC";"[""Huobi"",""OKEx""]";"SunContract";"Bitcoin"
"SNC/ETH";"[""HitBTC"",""Huobi""]";"SunContract";"Ethereum"
"SNC/USD";"[""YoBit""]";"SunContract";"US Dollar"
"SND/USD";"[""Synthetic""]";"Sand Coin";"US Dollar"
"SNGLS/BTC";"[""HitBTC""]";"SingularDTV";"Bitcoin"
"SNGLS/USD";"[""Synthetic""]";"SingularDTV";"US Dollar"
"SNL/BTC";"[""Crex24""]";"Sport AND Leisure";"Bitcoin"
"SNL/ETH";"[""Crex24""]";"Sport AND Leisure";"Ethereum"
"SNL/USD";"[""Synthetic""]";"Sport and Leisure";"US Dollar"
"SNM/BTC";"[""Binance""]";"SONM";"Bitcoin"
"SNM/USD";"[""Synthetic""]";"SONM";"US Dollar"
"SNRG/USD";"[""Synthetic""]";"Synergy";"US Dollar"
"SNT/BTC";"[""Binance"",""Huobi""]";"Status";"Bitcoin"
"SNT/ETH";"[""Binance"",""Kucoin""]";"Status";"Ethereum"
"SNT/KRW";"[""Upbit""]";"Status";"Korean Won"
"SNTR/ETH";"[""IDEX""]";"Silent Notary";"Ethereum"
"SNTR/USD";"[""Synthetic""]";"Silent Notary";"US Dollar"
"SNT/USD";"[""Huobi"",""ZB.COM""]";"Status";"US Dollar"
"SNTVT/BTC";"[""Hotbit""]";"Sentivate";"Bitcoin"
"SNTVT/ETH";"[""Hotbit"",""Kucoin""]";"Sentivate";"Ethereum"
"SNTVT/USD";"[""Synthetic""]";"Sentivate";"US Dollar"
"SNX/BRL";"[""NovaDAX""]";"Synthetix";"Brazil Real"
"SNX/BTC";"[""Binance"",""Kucoin""]";"Synthetix";"Bitcoin"
"SNX/CAD";"[""Synthetic""]";"Synthetix";"Canadian Dollar"
"SNX/ETH";"[""Kucoin""]";"Synthetix Network Token";"Ethereum"
"SNX/EUR";"[""Coinbase Pro"",""Kraken""]";"Synthetix";"Euro"
"SNX/TRY";"[""BTCTurk""]";"Synthetix";"Turkish Lira"
"SNX/USD";"[""Binance"",""Coinbase Pro"",""Huobi""]";"Synthetix";"US Dollar"
"SOAR/USD";"[""Synthetic""]";"Soarcoin";"US Dollar"
"SOC/BTC";"[""Huobi""]";"All Sports";"Bitcoin"
"SOCC/USD";"[""Synthetic""]";"SocialCoin";"US Dollar"
"SOC/USD";"[""Huobi"",""OKEx""]";"All Sports";"US Dollar"
"SOIL/USD";"[""Synthetic""]";"SOILcoin";"US Dollar"
"SOL/BNB";"[""Binance""]";"Solana";"Binance Coin"
"SOL/BRL";"[""Binance""]";"Solana";"Brazil Real"
"SOL/BTC";"[""Binance"",""Kraken""]";"Solana";"Bitcoin"
"SOL/CAD";"[""Synthetic""]";"Solana";"Canadian Dollar"
"SOL/ETH";"[""Huobi""]";"Solana";"Ethereum"
"SOL/EUR";"[""Binance"",""Kraken""]";"Solana";"Euro"
"SOL/GBP";"[""Binance"",""Coinbase Pro"",""Kraken""]";"Solana";"British Pound"
"SOL/INR";"[""Bitbns""]";"Solana";"Indian Rupee"
"SOL/KRW";"[""Bithumb"",""Upbit""]";"Solana";"Korean Won"
"SOLO/USD";"[""CoinField""]";"Sologenic";"US Dollar"
"SOL/TRY";"[""Binance"",""Bitexen""]";"Solana";"Turkish Lira"
"SOL/USD";"[""Binance"",""Coinbase Pro"",""FTX""]";"Solana";"US Dollar"
"SOLVE/BTC";"[""Kucoin"",""Upbit""]";"SOLVE";"Bitcoin"
"SOLVE/ETH";"[""Bittrex""]";"SOLVE";"Ethereum"
"SOLVE/USD";"[""Synthetic""]";"SOLVE";"US Dollar"
"SONG/BTC";"[""YoBit""]";"SongCoin";"Bitcoin"
"SONG/USD";"[""Synthetic""]";"SongCoin";"US Dollar"
"SOUL/BTC";"[""Hotbit"",""Kucoin""]";"Phantasma";"Bitcoin"
"SOUL/ETH";"[""Hotbit"",""Kucoin""]";"Phantasma";"Ethereum"
"SOUL/USD";"[""Gate.io""]";"Phantasma";"US Dollar"
"SPC/BTC";"[""Bittrex""]";"SpaceChain";"Bitcoin"
"SPC/USD";"[""Synthetic""]";"SpaceChain";"US Dollar"
"SPELL/BTC";"[""Binance""]";"Spell Token";"Bitcoin"
"SPELL/TRY";"[""Binance""]";"Spell Token";"Turkish Lira"
"SPELL/USD";"[""Binance"",""Coinbase Pro""]";"Spell Token";"US Dollar"
"SPEX/USD";"[""Synthetic""]";"SproutsExtreme";"US Dollar"
"SPF/BTC";"[""Livecoin""]";"SportyCo";"Bitcoin"
"SPF/USD";"[""Synthetic""]";"SportyCo";"US Dollar"
"SPHR/BTC";"[""Bittrex""]";"Sphere";"Bitcoin"
"SPHR/USD";"[""Synthetic""]";"Sphere";"US Dollar"
"SPORT/USD";"[""Synthetic""]";"SportsCoin";"US Dollar"
"SPR/BTC";"[""YoBit""]";"SpreadCoin";"Bitcoin"
"SPR/USD";"[""Synthetic""]";"SpreadCoin";"US Dollar"
"SPT/BTC";"[""YoBit""]";"Spots";"Bitcoin"
"SPT/USD";"[""Synthetic""]";"Spots";"US Dollar"
"SQUID/USD";"[""LBank"",""PancakeSwap""]";"Squid Game";"US Dollar"
"SRCOIN/ETH";"[""Coinbene""]";"SRCOIN";"Ethereum"
"SRCOIN/USD";"[""Synthetic""]";"SRCOIN";"US Dollar"
"SRC/USD";"[""Synthetic""]";"SecureCoin";"US Dollar"
"SREUR/USD";"[""p2pb2b""]";"SocialRemit";"US Dollar"
"SRM/BNB";"[""Binance""]";"Serum";"Binance Coin"
"SRM/BTC";"[""Binance""]";"Serum";"Bitcoin"
"SRM/USD";"[""Binance""]";"Serum";"US Dollar"
"SRN/BTC";"[""Bittrex"",""Huobi""]";"SIRIN LABS Token";"Bitcoin"
"SRN/ETH";"[""Bittrex"",""Huobi""]";"SIRIN LABS Token";"Ethereum"
"SRN/USD";"[""Synthetic""]";"SIRIN LABS Token";"US Dollar"
"SS/BTC";"[""Hotbit""]";"Sharder";"Bitcoin"
"SS/ETH";"[""Hotbit""]";"Sharder";"Ethereum"
"SSS/USD";"[""Synthetic""]";"Sharechain";"US Dollar"
"SS/USD";"[""Synthetic""]";"Sharder";"US Dollar"
"STAR/ETH";"[""HitBTC""]";"Starbase";"Ethereum"
"STARL/USD";"[""Gate.io"",""OKX""]";"Starlink";"US Dollar"
"STARS/USD";"[""Synthetic""]";"StarCash Network";"US Dollar"
"START/BTC";"[""YoBit""]";"Startcoin";"Bitcoin"
"START/USD";"[""Synthetic""]";"Startcoin";"US Dollar"
"STAR/USD";"[""Synthetic""]";"Starbase";"US Dollar"
"STCN/USD";"[""Synthetic""]";"Stakecoin";"US Dollar"
"STC/USD";"[""Bit-Z""]";"StarChain";"US Dollar"
"STEEM/BTC";"[""Binance"",""Upbit""]";"Steem";"Bitcoin"
"STEEM/ETH";"[""Binance""]";"Steem";"Ethereum"
"STEEM/KRW";"[""Upbit""]";"Steem";"Korean Won"
"STEEM/USD";"[""Synthetic""]";"Steem";"US Dollar"
"STEEP/USD";"[""Synthetic""]";"SteepCoin";"US Dollar"
"STEPS/USD";"[""Synthetic""]";"Steps";"US Dollar"
"STETH/USD";"[""Gate.io""]";"Lido stETH";"US Dollar"
"STG/USD";"[""Crypto.com Exchange""]";"Stargate Finance";"US Dollar"
"STN/USD";"[""Synthetic""]";"Steneum Coin";"US Dollar"
"STORJ/BTC";"[""Binance"",""Huobi""]";"Storj";"Bitcoin"
"STORJ/ETH";"[""Gate.io""]";"Storj";"Ethereum"
"STORJ/KRW";"[""Upbit""]";"Storj";"Korean Won"
"STORJ/USD";"[""Huobi"",""OKEx""]";"Storj";"US Dollar"
"STORM/BNB";"[""Binance""]";"Storm";"Binance Coin"
"STORM/BTC";"[""Binance"",""HitBTC""]";"Storm";"Bitcoin"
"STORM/ETH";"[""Binance""]";"Storm";"Ethereum"
"STORM/USD";"[""Binance"",""Synthetic""]";"Storm";"US Dollar"
"STQ/ETH";"[""YoBit""]";"Storiqa";"Ethereum"
"STQ/USD";"[""Synthetic""]";"Storiqa";"US Dollar"
"STRAT/BTC";"[""Binance"",""Bittrex"",""HitBTC""]";"Stratis";"Bitcoin"
"STRAT/ETH";"[""Binance"",""Bittrex"",""HitBTC""]";"Stratis";"Ethereum"
"STRAT/KRW";"[""Upbit""]";"Stratis";"Korean Won"
"STRAT/USD";"[""Binance"",""HitBTC""]";"Stratis";"US Dollar"
"STS/BTC";"[""YoBit""]";"Stress";"Bitcoin"
"STS/USD";"[""Synthetic""]";"Stress";"US Dollar"
"STV/USD";"[""Synthetic""]";"Sativacoin";"US Dollar"
"STX/BTC";"[""HitBTC""]";"Stox";"Bitcoin"
"STX/ETH";"[""Gate.io"",""HitBTC""]";"Stox";"Ethereum"
"STXk/BTC";"[""Binance""]";"Blockstack";"Bitcoin"
"STXk/KRW";"[""Upbit""]";"Stacks";"Korean Won"
"STXk/USD";"[""Binance""]";"Blockstack";"US Dollar"
"STX/USD";"[""Gate.io"",""HitBTC""]";"Stox";"US Dollar"
"SUB/BTC";"[""HitBTC""]";"Substratum";"Bitcoin"
"SUB/ETH";"[""HitBTC""]";"Substratum";"Ethereum"
"SUB/INR";"[""Bitbns""]";"Substratum";"Indian Rupee"
"SUB/USD";"[""Synthetic""]";"Substratum";"US Dollar"
"SUI/USD";"[""Binance""]";"Sui";"US Dollar"
"SUPER/BTC";"[""YoBit""]";"SuperCoin";"Bitcoin"
"SUPERf/BTC";"[""Binance""]";"SuperFarm";"Bitcoin"
"SUPERf/USD";"[""Binance""]";"SuperFarm";"US Dollar"
"SUPER/USD";"[""Synthetic""]";"SuperCoin";"US Dollar"
"SUR/BTC";"[""HitBTC""]";"Suretly";"Bitcoin"
"SUR/ETH";"[""HitBTC""]";"Suretly";"Ethereum"
"SUR/USD";"[""HitBTC""]";"Suretly";"US Dollar"
"SUSD/USD";"[""Gate.io""]";"sUSD";"US Dollar"
"SUSHI/BTC";"[""Binance"",""Huobi""]";"SushiSwap";"Bitcoin"
"SUSHI/USD";"[""Binance"",""Huobi""]";"SushiSwap";"US Dollar"
"SWEAT/USD";"[""Kucoin""]";"Sweat Economy";"US Dollar"
"SWFTC/BTC";"[""Huobi"",""OKEx""]";"SwftCoin";"Bitcoin"
"SWFTC/ETH";"[""Huobi"",""OKEx""]";"SwftCoin";"Ethereum"
"SWFTC/USD";"[""HitBTC"",""OKEx""]";"SwftCoin";"US Dollar"
"SWIFT/USD";"[""Synthetic""]";"Bitswift";"US Dollar"
"SWING/BTC";"[""YoBit""]";"Swing";"Bitcoin"
"SWING/USD";"[""Synthetic""]";"Swing";"US Dollar"
"SWM/BTC";"[""HitBTC""]";"Swarm";"Bitcoin"
"SWM/USD";"[""Synthetic""]";"Swarm";"US Dollar"
"SWP/USD";"[""Synthetic""]";"Swapcoin";"US Dollar"
"SWT/BTC";"[""YoBit""]";"Swarm City";"Bitcoin"
"SWTH/ETH";"[""Gate.io""]";"Switcheo";"Ethereum"
"SWTH/USD";"[""Gate.io""]";"Switcheo";"US Dollar"
"SWT/USD";"[""Synthetic""]";"Swarm City";"US Dollar"
"SXC/USD";"[""Synthetic""]";"Sexcoin";"US Dollar"
"SXDT/BTC";"[""Crex24""]";"Spectre.ai Dividend Token";"Bitcoin"
"SXDT/USD";"[""Synthetic""]";"Spectre.ai Dividend Token";"US Dollar"
"SXP/BTC";"[""Kucoin""]";"Swipe";"Bitcoin"
"SXP/EUR";"[""Binance""]";"Swipe";"Euro"
"SXP/TRY";"[""Binance""]";"Swipe";"Turkish Lira"
"SXP/USD";"[""Binance"",""Kucoin""]";"SXP";"US Dollar"
"SYNX/BTC";"[""YoBit""]";"Syndicate";"Bitcoin"
"SYNX/USD";"[""Synthetic""]";"Syndicate";"US Dollar"
"SYS/BTC";"[""Binance"",""Bittrex""]";"SysCoin";"Bitcoin"
"SYS/USD";"[""Synthetic""]";"SysCoin";"US Dollar"
"TAAS/BTC";"[""Livecoin""]";"TaaS";"Bitcoin"
"TAAS/USD";"[""Synthetic""]";"TaaS";"US Dollar"
"TABOO/USD";"[""LBank""]";"TABOO TOKEN";"US Dollar"
"TAG/BTC";"[""YoBit""]";"TagCoin";"Bitcoin"
"TAGR/BTC";"[""YoBit""]";"TAGRcoin";"Bitcoin"
"TAGR/USD";"[""Synthetic""]";"TAGRcoin";"US Dollar"
"TAG/USD";"[""Synthetic""]";"TagCoin";"US Dollar"
"TAGZ5/ETH";"[""p2pb2b""]";"TAGZ5";"Ethereum"
"TAGZ5/USD";"[""Synthetic""]";"TAGZ5";"US Dollar"
"TAJ/USD";"[""Synthetic""]";"TajCoin";"US Dollar"
"TALK/USD";"[""Synthetic""]";"BTCtalkcoin";"US Dollar"
"TAU/USD";"[""BigONE"",""Synthetic""]";"Lamden";"US Dollar"
"TCC/BTC";"[""Mercatox""]";"The ChampCoin";"Bitcoin"
"TCC/ETH";"[""Mercatox""]";"The ChampCoin";"Ethereum"
"TCC/INR";"[""Synthetic""]";"The ChampCoin";"Indian Rupee"
"TCC/USD";"[""Synthetic""]";"The ChampCoin";"US Dollar"
"TCH/BTC";"[""Mercatox""]";"Thore Cash";"Bitcoin"
"TCH/ETH";"[""Mercatox""]";"Thore Cash";"Ethereum"
"TCHTRX/BTC";"[""Thore Exchange""]";"ThoreCashTRX";"Bitcoin"
"TCHTRX/USD";"[""Synthetic""]";"ThoreCashTRX";"US Dollar"
"TCH/USD";"[""Synthetic"",""Thore Exchange""]";"Thore Cash";"US Dollar"
"TCOIN/USD";"[""Synthetic""]";"T-coin";"US Dollar"
"TCR/USD";"[""Synthetic""]";"TheCreed";"US Dollar"
"TCT/ETH";"[""Gate.io""]";"TokenClub";"Ethereum"
"TCT/USD";"[""Binance"",""OKEx""]";"TokenClub";"US Dollar"
"TEAMS/BTC";"[""Bit-Z""]";"TokenStars";"Bitcoin"
"TEAMS/ETH";"[""Bit-Z""]";"TokenStars";"Ethereum"
"TEAMS/USD";"[""Synthetic""]";"TokenStars";"US Dollar"
"TEAM/USD";"[""Synthetic""]";"TeamUp";"US Dollar"
"TEK/DOGE";"[""YoBit""]";"TEKcoin";"Dogecoin"
"TEK/USD";"[""Synthetic""]";"TEKcoin";"US Dollar"
"TEL/BTC";"[""Kucoin""]";"Telcoin";"Bitcoin"
"TEL/ETH";"[""Kucoin""]";"Telcoin";"Ethereum"
"TELL/USD";"[""Synthetic""]";"Tellurion";"US Dollar"
"TEL/USD";"[""Synthetic""]";"Telcoin";"US Dollar"
"TEN/BTC";"[""Tokenomy""]";"Tokenomy";"Bitcoin"
"TEN/IDR";"[""Indodax""]";"Tokenomy";"Indonesian Rupiah"
"TEN/USD";"[""Synthetic""]";"Tokenomy";"US Dollar"
"TER/BTC";"[""Livecoin""]";"TerraNova";"Bitcoin"
"TER/USD";"[""Synthetic""]";"TerraNova";"US Dollar"
"TFEUL/KRW";"[""Upbit""]";"Theta Fuel";"Korean Won"
"TFL/BTC";"[""Kucoin""]";"TrueFlip";"Bitcoin"
"TFL/USD";"[""Synthetic""]";"TrueFlip";"US Dollar"
"TFUEL/BTC";"[""Binance""]";"Theta Fuel";"Bitcoin"
"TFUEL/ETH";"[""Gate.io""]";"Theta Fuel";"Ethereum"
"TFUEL/USD";"[""Binance"",""Gate.io""]";"Theta Fuel";"US Dollar"
"TGAME/ETH";"[""Hotbit""]";"Truegame";"Ethereum"
"TGAME/USD";"[""Synthetic""]";"Truegame";"US Dollar"
"TGT/USD";"[""Synthetic""]";"Target Coin";"US Dollar"
"THC/BTC";"[""Graviex""]";"HempCoin";"Bitcoin"
"THC/USD";"[""Synthetic""]";"HempCoin";"US Dollar"
"THE/BTC";"[""Thore Exchange""]";"Thore Exchange";"Bitcoin"
"THETA/BNB";"[""Binance""]";"THETA";"Binance Coin"
"THETA/BTC";"[""Binance"",""OKEx""]";"THETA";"Bitcoin"
"THETA/CAD";"[""Synthetic""]";"Theta Network";"Canadian Dollar"
"THETA/ETH";"[""Binance"",""Hotbit"",""Huobi""]";"THETA";"Ethereum"
"THETA/INR";"[""Bitbns""]";"THETA";"Indian Rupee"
"THETA/KRW";"[""Bithumb"",""Upbit""]";"THETA";"Korean Won"
"THETA/USD";"[""Binance"",""Kucoin"",""OKEx""]";"Theta Network";"US Dollar"
"THE/USD";"[""Synthetic""]";"Thore Exchange";"US Dollar"
"THR/BTC";"[""Crex24""]";"ThoreCoin";"Bitcoin"
"THR/USD";"[""Synthetic""]";"ThoreCoin";"US Dollar"
"THS/BTC";"[""Livecoin""]";"TechShares";"Bitcoin"
"THS/USD";"[""Synthetic""]";"TechShares";"US Dollar"
"THX/BTC";"[""Crex24""]";"ThoreNext";"Bitcoin"
"THX/USD";"[""Synthetic"",""Thore Exchange""]";"ThoreNext";"US Dollar"
"TIE/BTC";"[""YoBit""]";"Ties.DB";"Bitcoin"
"TIE/USD";"[""Synthetic""]";"TIES Network";"US Dollar"
"TIME/BTC";"[""YoBit""]";"Chronobank";"Bitcoin"
"TIME/USD";"[""Synthetic""]";"Chronobank";"US Dollar"
"TITAN/USD";"[""Huobi"",""Kucoin""]";"TitanSwap";"US Dollar"
"TITn/USD";"[""Synthetic""]";"Titcoin";"US Dollar"
"TIT/USD";"[""Synthetic""]";"TittieCoin";"US Dollar"
"TIX/BTC";"[""Crex24""]";"Blocktix";"Bitcoin"
"TIX/USD";"[""Synthetic""]";"Blocktix";"US Dollar"
"TKO/BTC";"[""Binance""]";"Toko Token";"Bitcoin"
"TKO/USD";"[""Binance""]";"Toko Token";"US Dollar"
"TKS/USD";"[""Synthetic""]";"Tokes";"US Dollar"
"TKY/BTC";"[""Kucoin""]";"THEKEY";"Bitcoin"
"TKY/ETH";"[""Kucoin""]";"THEKEY";"Ethereum"
"TKY/USD";"[""Kucoin"",""Synthetic""]";"THEKEY";"US Dollar"
"TLM/BTC";"[""Binance""]";"Alien Worlds";"Bitcoin"
"TLM/TRY";"[""Binance""]";"Alien Worlds";"Turkish Lira"
"TLM/USD";"[""Binance""]";"Alien Worlds";"US Dollar"
"TLR/USD";"[""Synthetic""]";"Taler Coin";"US Dollar"
"TNB/BTC";"[""Huobi""]";"Time New Bank";"Bitcoin"
"TNB/ETH";"[""Bibox"",""Huobi""]";"Time New Bank";"Ethereum"
"TNB/USD";"[""Synthetic""]";"Time New Bank";"US Dollar"
"TNC/BTC";"[""Gate.io""]";"Trinity Network Credit ";"Bitcoin"
"TNC/ETH";"[""Gate.io""]";"Trinity Network Credit";"Ethereum"
"TNC/USD";"[""Gate.io"",""Synthetic""]";"Trinity Network Credit";"US Dollar"
"TNT/USD";"[""HitBTC""]";"Tierion";"US Dollar"
"TOA/USD";"[""Synthetic""]";"ToaCoin";"US Dollar"
"TODAY/USD";"[""Synthetic""]";"TodayCoin";"US Dollar"
"TOKC/BTC";"[""YoBit""]";"TOKYO";"Bitcoin"
"TOKC/USD";"[""YoBit""]";"TOKYO";"US Dollar"
"TOKEN/USD";"[""YoBit""]";"SwapToken";"US Dollar"
"TOK/USD";"[""Synthetic""]";"Tokugawa";"US Dollar"
"TOMO/BNB";"[""Binance DEX""]";"TomoChain";"Binance Coin"
"TOMO/BTC";"[""Hotbit"",""Kucoin""]";"TomoChain";"Bitcoin"
"TOMO/ETH";"[""Gate.io"",""Kucoin""]";"TomoChain";"Ethereum"
"TOMO/USD";"[""Binance"",""Gate.io"",""Synthetic""]";"TomoChain";"US Dollar"
"TONE/BTC";"[""KuCoin""]";"TE-FOOD";"Bitcoin"
"TONE/ETH";"[""KuCoin""]";"TE-FOOD";"Ethereum"
"TONE/USD";"[""Synthetic""]";"TE-FOOD";"US Dollar"
"TON/USD";"[""Kucoin""]";"Toncoin";"US Dollar"
"TOPAZ/USD";"[""Synthetic""]";"Topaz Coin";"US Dollar"
"TOPC/BTC";"[""Huobi""]";"TopChain";"Bitcoin"
"TOPC/ETH";"[""Huobi""]";"TopChain";"Ethereum"
"TOPC/USD";"[""OKEx""]";"TopChain";"US Dollar"
"TOR/USD";"[""Synthetic""]";"Torcoin";"US Dollar"
"TPAY/BTC";"[""BitForex"",""Liquid""]";"TokenPay";"Bitcoin"
"TPAY/USD";"[""BitForex"",""Synthetic""]";"TokenPay";"US Dollar"
"TRAC/BTC";"[""Kucoin""]";"OriginTrail";"Bitcoin"
"TRAC/ETH";"[""Kucoin""]";"OriginTrail";"Ethereum"
"TRAC/USD";"[""Synthetic""]";"OriginTrail";"US Dollar"
"TRC/BTC";"[""SouthXchange""]";"Terracoin";"Bitcoin"
"TRCT/BTC";"[""Tidex""]";"Tracto";"Bitcoin"
"TRC/USD";"[""Synthetic""]";"Terracoin";"US Dollar"
"TRIA/USD";"[""Synthetic""]";"Triaconta";"US Dollar"
"TRIBE/USD";"[""Binance"",""Coinbase Pro""]";"Tribe";"US Dollar"
"TRICK/BTC";"[""YoBit""]";"TrickyCoin";"Bitcoin"
"TRICK/USD";"[""Synthetic""]";"TrickyCoin";"US Dollar"
"TRI/USD";"[""Synthetic""]";"Triangles";"US Dollar"
"TRK/USD";"[""Synthetic""]";"Truckcoin";"US Dollar"
"TROLL/BTC";"[""C-Patex""]";"Trollcoin";"Bitcoin"
"TROLL/USD";"[""Synthetic""]";"Trollcoin";"US Dollar"
"TRU/BTC";"[""Binance""]";"TrueFi";"Bitcoin"
"TRUE/BNB";"[""Binance DEX""]";"TrueChain";"Binance Coin"
"TRUE/BTC";"[""OKEx""]";"TrueChain";"Bitcoin"
"TRUE/ETH";"[""DragonEX""]";"TrueChain";"Ethereum"
"TRUE/USD";"[""OKEx""]";"TrueChain";"US Dollar"
"TRUMP/BTC";"[""YoBit""]";"TrumpCoin";"Bitcoin"
"TRUMP/USD";"[""Synthetic""]";"TrumpCoin";"US Dollar"
"TRUST/USD";"[""Synthetic""]";"TrustPlus";"US Dollar"
"TRU/USD";"[""Binance"",""Coinbase Pro""]";"TrueFi";"US Dollar"
"TRX/AUD";"[""Synthetic""]";"TRON";"Australian Dollar"
"TRX/BITCNY";"[""CoinTiger""]";"TRON";"bitCNY"
"TRX/BRL";"[""NovaDAX""]";"TRON";"Brazil Real"
"TRX/BTC";"[""Binance"",""OKEx""]";"TRON";"Bitcoin"
"TRX/CAD";"[""Synthetic""]";"TRON";"Canadian Dollar"
"TRX/CNY";"[""Synthetic""]";"TRON";"Chinese Yuan"
"TRX/ETH";"[""Binance"",""BitMart""]";"TRON";"Ethereum"
"TRX/EUR";"[""Synthetic""]";"TRON";"Euro"
"TRX/HKD";"[""Synthetic""]";"TRON";"Hong Kong Dollar"
"TRX/ILS";"[""Synthetic""]";"TRON";"Israeli Shekel"
"TRX/INR";"[""Bitbns"",""Synthetic""]";"TRON";"Indian Rupee"
"TRX/KRW";"[""Bithumb"",""Upbit""]";"TRON";"Korean Won"
"TRX/MXN";"[""Synthetic""]";"TRON";"Mexican Peso"
"TRX/MYR";"[""Synthetic""]";"TRON";"Malaysian Ringgit"
"TRX/PLN";"[""Synthetic""]";"TRON";"Polish Zloty"
"TRX/RUB";"[""Synthetic""]";"TRON";"Russian Ruble"
"TRX/SAR";"[""Synthetic""]";"TRON";"Saudi Riyal"
"TRX/SEK";"[""Synthetic""]";"TRON";"Swedish Krona"
"TRX/TRY";"[""Binance"",""BTCTurk"",""Paribu"",""Synthetic""]";"TRON";"Turkish Lira"
"TRX/USD";"[""Binance"",""Bitrue"",""Huobi""]";"TRON";"US Dollar"
"TRX/VND";"[""Synthetic""]";"TRON";"Vietnamese Dong"
"TRX/XRP";"[""Bitrue""]";"TRON";"XRP"
"TRX/ZAR";"[""Synthetic""]";"TRON";"South African Rand"
"TSE/USD";"[""Synthetic""]";"Tattoocoin (Standard";"US Dollar"
"TSL/USD";"[""Gate.io""]";"Energo";"US Dollar"
"TSR/USD";"[""ZB.COM""]";"Tesra";"US Dollar"
"TSTR/USD";"[""Synthetic""]";"Tristar Coin";"US Dollar"
"TTCP/ETH";"[""Bibox""]";"TTC";"Ethereum"
"TTCP/USD";"[""Synthetic""]";"TTC";"US Dollar"
"TUBE/BTC";"[""Bittrex"",""TradeOgre""]";"BitTube";"Bitcoin"
"TUBE/USD";"[""Synthetic""]";"BitTube";"US Dollar"
"TURBO/USD";"[""Synthetic""]";"TurboCoin";"US Dollar"
"TUSD/BTC";"[""Bittrex"",""OKEx""]";"TrueUSD";"Bitcoin"
"TUSD/ETH";"[""Hotbit""]";"TrueUSD";"Ethereum"
"TUSD/USD";"[""Binance"",""BitMart"",""Coinsbit""]";"TrueUSD";"US Dollar"
"TVK/BTC";"[""Binance""]";"Terra Virtua Kolect";"Bitcoin"
"TVK/USD";"[""Binance""]";"Terra Virtua Kolect";"US Dollar"
"TWT/BTC";"[""Binance""]";"Trust Wallet Token";"Bitcoin"
"TWT/USD";"[""Binance""]";"Trust Wallet Token";"US Dollar"
"TX/BTC";"[""YoBit""]";"TransferCoin";"Bitcoin"
"TX/USD";"[""Synthetic""]";"TransferCoin";"US Dollar"
"TZC/BTC";"[""Graviex""]";"TrezarCoin";"Bitcoin"
"TZC/USD";"[""Synthetic""]";"TrezarCoin";"US Dollar"
"UAHPAY/USD";"[""Synthetic""]";"UAHPay";"US Dollar"
"UBQ/BTC";"[""Bittrex""]";"Ubiq";"Bitcoin"
"UBQ/USD";"[""Synthetic""]";"Ubiq";"US Dollar"
"UBT/BTC";"[""Hotbit""]";"Unibright";"Bitcoin"
"UBTC/BTC";"[""YoBit""]";"United Bitcoin";"Bitcoin"
"UBTC/USD";"[""OKEx""]";"United Bitcoin";"US Dollar"
"UBT/ETH";"[""Hotbit"",""IDEX""]";"Unibright";"Ethereum"
"UBT/USD";"[""Synthetic""]";"Unibright";"US Dollar"
"UCA/BTC";"[""Crex24"",""STEX""]";"UCA Coin";"Bitcoin"
"UCA/USD";"[""Synthetic""]";"UCA Coin";"US Dollar"
"UEDC/USD";"[""XT.COM""]";"UNITED EMIRATE DECENTRALIZED COIN.";"US Dollar"
"UFO/USD";"[""Synthetic""]";"Uniform Fiscal Object";"US Dollar"
"UGAS/BTC";"[""MEXC""]";"UGAS";"Bitcoin"
"UGAS/USD";"[""MEXC""]";"UGAS";"US Dollar"
"UGC/BTC";"[""IDAX""]";"ugChain";"Bitcoin"
"UGC/USD";"[""Synthetic""]";"ugChain";"US Dollar"
"UIS/USD";"[""Synthetic""]";"Unitus";"US Dollar"
"UKG/BTC";"[""Bittrex""]";"Unikoin Gold";"Bitcoin"
"UKG/USD";"[""Synthetic""]";"Unikoin Gold";"US Dollar"
"ULA/USD";"[""Synthetic""]";"Ulatech";"US Dollar"
"UMA/BTC";"[""Coinbase Pro""]";"UMA";"Bitcoin"
"UMA/USD";"[""Binance"",""Coinbase Pro""]";"UMA";"US Dollar"
"UNB/USD";"[""Synthetic""]";"UnbreakableCoin";"US Dollar"
"UNC/USD";"[""Synthetic""]";"UNCoin";"US Dollar"
"UNIC/USD";"[""Synthetic""]";"UniCoin";"US Dollar"
"UNIFY/BTC";"[""YoBit""]";"Unify";"Bitcoin"
"UNIFY/USD";"[""Synthetic"",""YoBit""]";"Unify";"US Dollar"
"UNIs/BRL";"[""Synthetic""]";"Uniswap";"Brazil Real"
"UNIs/BTC";"[""Binance""]";"Uniswap";"Bitcoin"
"UNIs/CAD";"[""Synthetic""]";"Uniswap";"Canadian Dollar"
